defect_id,unit_id,batch_id,checkpoint_id,defect_type,severity,root_cause,reported_date
DEF-00266,UNIT-35690,BATCH-2025-02494,6,Connectivity drop,Low,Material defect,2025-04-29
DEF-00267,UNIT-27658,BATCH-2026-01934,7,Fan failure,Low,Process variation,2026-05-27
DEF-00268,UNIT-26197,BATCH-2025-01830,8,Packaging damage,Critical,Handling damage,2025-02-01
DEF-00269,UNIT-17698,BATCH-2026-01238,4,Charging instability,High,Equipment calibration drift,2026-07-24
DEF-00270,UNIT-18385,BATCH-2025-01285,6,Connectivity drop,Low,Material defect,2025-11-13
DEF-00271,UNIT-42522,BATCH-2025-02981,6,Connectivity drop,Medium,Investigation pending,2025-09-11
DEF-00272,UNIT-09697,BATCH-2025-00672,7,Thermal runaway risk,Medium,Environmental exposure,2025-05-26
DEF-00273,UNIT-24189,BATCH-2024-01693,8,Packaging damage,Low,Supplier quality issue,2025-01-13
DEF-00274,UNIT-18333,BATCH-2026-01282,3,Low volume output,Low,Environmental exposure,2026-07-12
DEF-00275,UNIT-04318,BATCH-2026-00297,3,Speaker distortion,Medium,Equipment calibration drift,2026-05-08
DEF-00276,UNIT-39506,BATCH-2026-02765,6,Port instability,Low,Environmental exposure,2026-06-18
DEF-00277,UNIT-23528,BATCH-2026-01647,5,Screen artifact,Low,Supplier quality issue,2026-04-27
DEF-00278,UNIT-45445,BATCH-2024-03185,6,Connectivity drop,Medium,Environmental exposure,2024-10-05
DEF-00279,UNIT-18239,BATCH-2025-01274,3,Low volume output,Low,Supplier quality issue,2025-11-29
DEF-00280,UNIT-39701,BATCH-2026-02779,7,Thermal runaway risk,Low,Investigation pending,2026-06-26
DEF-00281,UNIT-09030,BATCH-2025-00626,4,Charging instability,Medium,Investigation pending,2025-05-27
DEF-00282,UNIT-06270,BATCH-2025-00432,2,Camera focus failed,Medium,Equipment calibration drift,2025-03-03
DEF-00283,UNIT-12853,BATCH-2025-00899,2,Lens scratch,Medium,Process variation,2025-11-17
DEF-00284,UNIT-47876,BATCH-2025-03351,4,Cell imbalance,Medium,Packaging error,2025-08-31
DEF-00285,UNIT-49150,BATCH-2025-03437,8,Packaging damage,Medium,Supplier quality issue,2026-01-04
DEF-00286,UNIT-28275,BATCH-2025-01977,7,Thermal runaway risk,Medium,Process variation,2025-07-27
DEF-00287,UNIT-45187,BATCH-2025-03165,1,Connector misalignment,Critical,Material defect,2025-10-04
DEF-00288,UNIT-39343,BATCH-2025-02754,2,Lens scratch,High,Supplier quality issue,2025-11-06
DEF-00289,UNIT-34437,BATCH-2026-02407,5,Screen artifact,Low,Process variation,2026-08-24
DEF-00290,UNIT-18653,BATCH-2025-01304,5,Screen artifact,Medium,Supplier quality issue,2025-08-11
DEF-00291,UNIT-24245,BATCH-2026-01697,5,Color calibration issue,Low,Handling damage,2026-08-03
DEF-00292,UNIT-24081,BATCH-2026-01685,7,Thermal runaway risk,Medium,Handling damage,2026-08-03
DEF-00293,UNIT-08888,BATCH-2026-00616,8,Ingress issue,Medium,Equipment calibration drift,2026-03-05
DEF-00294,UNIT-22964,BATCH-2026-01608,2,Lens scratch,Low,Process variation,2026-04-09
DEF-00295,UNIT-46698,BATCH-2026-03271,8,Packaging damage,High,Material defect,2026-05-03
DEF-00296,UNIT-17459,BATCH-2026-01221,3,Speaker distortion,Critical,Equipment calibration drift,2026-01-17
DEF-00297,UNIT-47561,BATCH-2025-03330,4,Battery not detected,Medium,Handling damage,2026-01-02
DEF-00298,UNIT-00728,BATCH-2025-00051,1,Connector misalignment,Medium,Equipment calibration drift,2025-10-16
DEF-00299,UNIT-32101,BATCH-2026-02244,1,Connector misalignment,High,Investigation pending,2026-10-01
DEF-00300,UNIT-21508,BATCH-2025-01505,6,Port instability,Medium,Process variation,2025-07-27
DEF-00301,UNIT-36663,BATCH-2026-02562,6,Port instability,Low,Handling damage,2026-05-28
DEF-00302,UNIT-18557,BATCH-2025-01297,1,Power fluctuation,Medium,Material defect,2025-01-20
DEF-00303,UNIT-16959,BATCH-2026-01187,1,Power fluctuation,Medium,Equipment calibration drift,2026-06-15
DEF-00304,UNIT-16589,BATCH-2026-01161,1,Connector misalignment,Low,Environmental exposure,2026-02-28
DEF-00305,UNIT-03508,BATCH-2024-00242,7,Overheating,Medium,Supplier quality issue,2024-12-08
DEF-00306,UNIT-03221,BATCH-2024-00222,2,Camera focus failed,High,Packaging error,2024-11-17
DEF-00307,UNIT-32098,BATCH-2026-02244,8,Ingress issue,Low,Handling damage,2026-10-03
DEF-00308,UNIT-00966,BATCH-2025-00068,7,Overheating,Critical,Investigation pending,2026-01-03
DEF-00309,UNIT-01729,BATCH-2026-00121,1,Short circuit,Medium,Process variation,2026-09-02
DEF-00310,UNIT-47292,BATCH-2024-03311,5,Color calibration issue,Medium,Investigation pending,2024-12-02
DEF-00311,UNIT-31977,BATCH-2025-02236,5,Screen artifact,Critical,Handling damage,2025-07-15
DEF-00312,UNIT-05095,BATCH-2025-00350,8,Final assembly defect,Critical,Packaging error,2025-04-09
DEF-00313,UNIT-09626,BATCH-2025-00667,2,Lens scratch,High,Packaging error,2025-10-02
DEF-00314,UNIT-41245,BATCH-2025-02889,7,Overheating,Medium,Supplier quality issue,2025-06-21
DEF-00315,UNIT-48756,BATCH-2025-03411,8,Packaging damage,Medium,Supplier quality issue,2026-01-12
DEF-00316,UNIT-22867,BATCH-2026-01601,2,Lens scratch,High,Process variation,2026-02-19
DEF-00317,UNIT-22221,BATCH-2025-01555,2,Lens scratch,Medium,Packaging error,2025-01-23
DEF-00318,UNIT-19507,BATCH-2025-01363,1,Connector misalignment,Medium,Investigation pending,2025-09-09
DEF-00319,UNIT-42900,BATCH-2026-03007,5,Screen artifact,High,Material defect,2026-07-08
DEF-00320,UNIT-02832,BATCH-2026-00196,6,Signal interference,High,Material defect,2026-05-21
DEF-00321,UNIT-08835,BATCH-2024-00612,3,Speaker distortion,Low,Process variation,2024-10-18
DEF-00322,UNIT-19720,BATCH-2026-01379,4,Battery not detected,Medium,Investigation pending,2026-04-02
DEF-00323,UNIT-41903,BATCH-2024-02936,1,Power fluctuation,Medium,Supplier quality issue,2024-11-14
DEF-00324,UNIT-23378,BATCH-2025-01637,8,Packaging damage,Medium,Investigation pending,2025-12-25
DEF-00325,UNIT-34213,BATCH-2025-02391,8,Final assembly defect,Medium,Supplier quality issue,2025-11-02
DEF-00326,UNIT-16320,BATCH-2024-01140,3,Low volume output,Medium,Handling damage,2024-11-13
DEF-00327,UNIT-02548,BATCH-2026-00176,5,Color calibration issue,Medium,Environmental exposure,2026-08-25
DEF-00328,UNIT-09865,BATCH-2025-00685,2,Camera focus failed,Medium,Material defect,2026-01-22
DEF-00329,UNIT-16930,BATCH-2025-01185,4,Battery not detected,High,Process variation,2025-08-06
DEF-00330,UNIT-16694,BATCH-2026-01168,2,Lens scratch,Critical,Environmental exposure,2026-02-03
DEF-00331,UNIT-05977,BATCH-2025-00412,2,Camera focus failed,Low,Equipment calibration drift,2025-06-28
DEF-00332,UNIT-06908,BATCH-2025-00477,8,Ingress issue,High,Packaging error,2025-08-29
DEF-00333,UNIT-29880,BATCH-2026-02092,8,Final assembly defect,Critical,Investigation pending,2026-03-19
DEF-00334,UNIT-13742,BATCH-2026-00963,6,Signal interference,High,Environmental exposure,2026-06-14
DEF-00335,UNIT-27415,BATCH-2025-01917,6,Signal interference,Critical,Process variation,2025-03-03
DEF-00336,UNIT-29870,BATCH-2024-02091,8,Final assembly defect,Medium,Process variation,2024-12-22
DEF-00337,UNIT-14513,BATCH-2024-01015,6,Port instability,High,Supplier quality issue,2025-01-10
DEF-00338,UNIT-04125,BATCH-2025-00284,4,Battery not detected,Low,Handling damage,2025-09-06
DEF-00339,UNIT-37544,BATCH-2026-02624,7,Fan failure,Medium,Packaging error,2026-05-10
DEF-00340,UNIT-19291,BATCH-2024-01349,8,Packaging damage,Low,Investigation pending,2025-01-10
DEF-00341,UNIT-29577,BATCH-2024-02071,8,Final assembly defect,Low,Environmental exposure,2024-11-04
DEF-00342,UNIT-03268,BATCH-2026-00226,3,Speaker distortion,Medium,Supplier quality issue,2026-09-12
DEF-00343,UNIT-32955,BATCH-2025-02303,2,Lens scratch,Medium,Process variation,2025-07-30
DEF-00344,UNIT-44025,BATCH-2026-03085,4,Cell imbalance,Low,Investigation pending,2026-08-29
DEF-00345,UNIT-37956,BATCH-2025-02654,3,Audio clipping,High,Packaging error,2025-10-28
DEF-00346,UNIT-22452,BATCH-2025-01572,7,Thermal runaway risk,High,Equipment calibration drift,2025-03-23
DEF-00347,UNIT-25621,BATCH-2026-01790,5,Screen artifact,Medium,Investigation pending,2026-07-07
DEF-00348,UNIT-12889,BATCH-2025-00901,1,Connector misalignment,Medium,Process variation,2025-03-19
DEF-00349,UNIT-13974,BATCH-2025-00978,7,Thermal runaway risk,Medium,Process variation,2025-05-16
DEF-00350,UNIT-05646,BATCH-2025-00389,6,Signal interference,High,Handling damage,2025-02-08
DEF-00351,UNIT-02899,BATCH-2024-00201,6,Connectivity drop,Medium,Investigation pending,2024-10-12
DEF-00352,UNIT-40860,BATCH-2025-02862,2,Lens scratch,Medium,Packaging error,2025-12-12
DEF-00353,UNIT-04983,BATCH-2024-00343,1,Connector misalignment,Medium,Supplier quality issue,2024-11-18
DEF-00354,UNIT-04949,BATCH-2025-00341,8,Final assembly defect,Low,Handling damage,2025-11-29
DEF-00355,UNIT-48694,BATCH-2025-03405,1,Power fluctuation,Low,Supplier quality issue,2025-07-12
DEF-00356,UNIT-20637,BATCH-2026-01442,3,Audio clipping,High,Environmental exposure,2026-03-14
DEF-00357,UNIT-43127,BATCH-2025-03023,2,Camera focus failed,Medium,Equipment calibration drift,2025-09-29
DEF-00358,UNIT-43170,BATCH-2026-03026,6,Signal interference,Low,Material defect,2026-03-11
DEF-00359,UNIT-13182,BATCH-2025-00923,2,Lens scratch,Medium,Handling damage,2025-01-23
DEF-00360,UNIT-40612,BATCH-2026-02844,8,Packaging damage,High,Investigation pending,2026-01-27
DEF-00361,UNIT-18886,BATCH-2025-01320,8,Final assembly defect,Critical,Investigation pending,2025-03-15
DEF-00362,UNIT-08416,BATCH-2026-00584,2,Lens scratch,Low,Supplier quality issue,2026-05-14
DEF-00363,UNIT-42593,BATCH-2025-02986,3,Low volume output,Medium,Equipment calibration drift,2025-02-18
DEF-00364,UNIT-04703,BATCH-2025-00324,7,Thermal runaway risk,High,Handling damage,2025-06-08
DEF-00365,UNIT-44297,BATCH-2025-03103,3,Speaker distortion,High,Equipment calibration drift,2025-07-04
DEF-00366,UNIT-02605,BATCH-2025-00179,5,Color calibration issue,Low,Environmental exposure,2025-07-19
DEF-00367,UNIT-44414,BATCH-2024-03112,7,Overheating,Medium,Investigation pending,2024-12-27
DEF-00368,UNIT-38600,BATCH-2025-02701,7,Overheating,Medium,Equipment calibration drift,2025-10-03
DEF-00369,UNIT-24821,BATCH-2025-01736,8,Packaging damage,Medium,Handling damage,2025-01-22
DEF-00370,UNIT-42580,BATCH-2024-02985,3,Low volume output,Medium,Process variation,2025-01-19
DEF-00371,UNIT-04638,BATCH-2026-00320,6,Port instability,Low,Process variation,2026-06-18
DEF-00372,UNIT-11704,BATCH-2025-00816,6,Signal interference,Low,Supplier quality issue,2025-01-31
DEF-00373,UNIT-32458,BATCH-2026-02268,7,Overheating,High,Material defect,2026-04-19
DEF-00374,UNIT-23863,BATCH-2026-01670,4,Cell imbalance,Medium,Process variation,2026-02-17
DEF-00375,UNIT-03180,BATCH-2025-00219,6,Connectivity drop,High,Investigation pending,2025-07-10
DEF-00376,UNIT-48773,BATCH-2025-03411,6,Port instability,Medium,Supplier quality issue,2026-01-14
DEF-00377,UNIT-35896,BATCH-2026-02508,1,Short circuit,Critical,Process variation,2026-07-02
DEF-00378,UNIT-29483,BATCH-2025-02064,4,Charging instability,Low,Material defect,2025-08-05
DEF-00379,UNIT-05333,BATCH-2025-00366,8,Final assembly defect,High,Handling damage,2025-07-07
DEF-00380,UNIT-41991,BATCH-2025-02941,8,Ingress issue,High,Equipment calibration drift,2025-02-18
DEF-00381,UNIT-09346,BATCH-2025-00647,7,Thermal runaway risk,Medium,Supplier quality issue,2025-06-18
DEF-00382,UNIT-22855,BATCH-2025-01600,6,Port instability,Medium,Investigation pending,2025-05-15
DEF-00383,UNIT-31091,BATCH-2025-02176,1,Connector misalignment,Low,Handling damage,2025-05-02
DEF-00384,UNIT-02551,BATCH-2026-00176,4,Cell imbalance,High,Packaging error,2026-08-30
DEF-00385,UNIT-41546,BATCH-2026-02909,1,Connector misalignment,Medium,Packaging error,2026-06-11
DEF-00386,UNIT-36671,BATCH-2026-02563,7,Thermal runaway risk,Medium,Material defect,2026-07-10
DEF-00387,UNIT-12921,BATCH-2025-00904,3,Speaker distortion,Medium,Environmental exposure,2025-02-14
DEF-00388,UNIT-06545,BATCH-2025-00451,8,Packaging damage,Low,Supplier quality issue,2025-10-12
DEF-00389,UNIT-34273,BATCH-2025-02395,1,Power fluctuation,Medium,Environmental exposure,2025-03-03
DEF-00390,UNIT-23541,BATCH-2026-01648,7,Overheating,Low,Investigation pending,2026-08-27
DEF-00391,UNIT-08559,BATCH-2025-00593,8,Final assembly defect,Medium,Packaging error,2025-02-02
DEF-00392,UNIT-11959,BATCH-2025-00834,1,Power fluctuation,Medium,Environmental exposure,2025-07-03
DEF-00393,UNIT-09058,BATCH-2025-00628,7,Fan failure,High,Handling damage,2025-05-12
DEF-00394,UNIT-19108,BATCH-2025-01335,5,Dead pixel,Low,Supplier quality issue,2025-09-21
DEF-00395,UNIT-28560,BATCH-2026-01996,2,Sensor calibration drift,High,Supplier quality issue,2026-07-03
DEF-00396,UNIT-17858,BATCH-2026-01248,8,Ingress issue,High,Supplier quality issue,2026-04-15
DEF-00397,UNIT-36944,BATCH-2025-02582,1,Short circuit,Medium,Supplier quality issue,2025-09-17
DEF-00398,UNIT-38360,BATCH-2026-02684,1,Power fluctuation,Medium,Equipment calibration drift,2026-07-22
DEF-00399,UNIT-22143,BATCH-2025-01549,4,Cell imbalance,Low,Material defect,2025-09-06
DEF-00400,UNIT-26693,BATCH-2026-01865,1,Power fluctuation,Medium,Investigation pending,2026-03-18
DEF-00401,UNIT-04000,BATCH-2026-00275,4,Cell imbalance,Low,Handling damage,2026-07-12
DEF-00402,UNIT-46344,BATCH-2025-03247,6,Connectivity drop,Medium,Environmental exposure,2025-10-01
DEF-00403,UNIT-49005,BATCH-2025-03428,1,Power fluctuation,Medium,Equipment calibration drift,2025-02-20
DEF-00404,UNIT-32600,BATCH-2026-02277,8,Packaging damage,Low,Equipment calibration drift,2026-08-17
DEF-00405,UNIT-06541,BATCH-2025-00451,1,Short circuit,Medium,Handling damage,2025-10-12
DEF-00406,UNIT-47053,BATCH-2025-03294,8,Packaging damage,High,Equipment calibration drift,2026-01-20
DEF-00407,UNIT-37824,BATCH-2025-02645,2,Lens scratch,Low,Equipment calibration drift,2025-06-11
DEF-00408,UNIT-07717,BATCH-2025-00536,7,Thermal runaway risk,Low,Supplier quality issue,2025-12-10
DEF-00409,UNIT-30471,BATCH-2025-02132,7,Overheating,High,Equipment calibration drift,2025-08-25
DEF-00410,UNIT-17244,BATCH-2026-01207,8,Ingress issue,Low,Equipment calibration drift,2026-03-19
DEF-00411,UNIT-07898,BATCH-2024-00547,2,Sensor calibration drift,Critical,Environmental exposure,2024-10-14
DEF-00412,UNIT-27407,BATCH-2025-01916,8,Final assembly defect,Low,Handling damage,2025-04-13
DEF-00413,UNIT-07215,BATCH-2025-00500,5,Color calibration issue,Low,Investigation pending,2025-06-14
DEF-00414,UNIT-02151,BATCH-2026-00149,4,Charging instability,High,Material defect,2026-05-08
DEF-00415,UNIT-41576,BATCH-2025-02911,5,Color calibration issue,High,Equipment calibration drift,2025-11-22
DEF-00416,UNIT-41944,BATCH-2025-02939,1,Connector misalignment,Critical,Environmental exposure,2025-09-25
DEF-00417,UNIT-36579,BATCH-2025-02556,2,Lens scratch,High,Process variation,2025-02-23
DEF-00418,UNIT-21324,BATCH-2026-01492,1,Short circuit,Medium,Supplier quality issue,2026-04-15
DEF-00419,UNIT-05992,BATCH-2025-00413,4,Charging instability,Medium,Material defect,2025-07-05
DEF-00420,UNIT-41980,BATCH-2025-02941,1,Power fluctuation,Low,Supplier quality issue,2025-02-18
DEF-00421,UNIT-28151,BATCH-2024-01968,7,Fan failure,Medium,Packaging error,2024-11-25
DEF-00422,UNIT-19335,BATCH-2026-01352,8,Final assembly defect,High,Equipment calibration drift,2026-02-22
DEF-00423,UNIT-07346,BATCH-2025-00509,3,Low volume output,High,Environmental exposure,2025-08-15
DEF-00424,UNIT-23943,BATCH-2026-01676,7,Fan failure,Medium,Environmental exposure,2026-08-24
DEF-00425,UNIT-27856,BATCH-2026-01948,7,Thermal runaway risk,High,Process variation,2026-09-14
DEF-00426,UNIT-14918,BATCH-2026-01045,3,Low volume output,Medium,Handling damage,2026-02-12
DEF-00427,UNIT-14281,BATCH-2026-00999,3,Speaker distortion,Low,Supplier quality issue,2026-01-23
DEF-00428,UNIT-45466,BATCH-2025-03186,3,Speaker distortion,Medium,Material defect,2025-08-14
DEF-00429,UNIT-20873,BATCH-2026-01459,5,Color calibration issue,Critical,Supplier quality issue,2026-08-04
DEF-00430,UNIT-03856,BATCH-2025-00266,5,Color calibration issue,Medium,Process variation,2025-04-08
DEF-00431,UNIT-33876,BATCH-2025-02368,1,Short circuit,High,Material defect,2025-04-28
DEF-00432,UNIT-39882,BATCH-2024-02791,1,Connector misalignment,Low,Equipment calibration drift,2024-10-22
DEF-00433,UNIT-05283,BATCH-2025-00363,2,Lens scratch,Low,Process variation,2026-01-07
DEF-00434,UNIT-04513,BATCH-2025-00311,2,Camera focus failed,Medium,Packaging error,2025-03-13
DEF-00435,UNIT-39455,BATCH-2025-02761,5,Dead pixel,High,Handling damage,2025-07-20
DEF-00436,UNIT-17702,BATCH-2026-01238,8,Packaging damage,High,Supplier quality issue,2026-07-23
DEF-00437,UNIT-14031,BATCH-2025-00982,4,Battery not detected,Low,Equipment calibration drift,2025-04-11
DEF-00438,UNIT-33456,BATCH-2024-02338,8,Final assembly defect,Medium,Supplier quality issue,2024-12-10
DEF-00439,UNIT-14628,BATCH-2024-01024,4,Charging instability,Low,Supplier quality issue,2024-11-06
DEF-00440,UNIT-48099,BATCH-2025-03367,3,Low volume output,Low,Handling damage,2025-09-27
DEF-00441,UNIT-48873,BATCH-2026-03418,7,Overheating,Medium,Equipment calibration drift,2026-02-26
DEF-00442,UNIT-01950,BATCH-2025-00135,4,Cell imbalance,Medium,Packaging error,2025-10-09
DEF-00443,UNIT-22138,BATCH-2025-01549,6,Port instability,High,Process variation,2025-09-07
DEF-00444,UNIT-48989,BATCH-2025-03427,6,Signal interference,High,Packaging error,2025-10-25
DEF-00445,UNIT-11055,BATCH-2025-00770,6,Signal interference,Medium,Material defect,2025-11-30
DEF-00446,UNIT-19122,BATCH-2025-01336,8,Final assembly defect,High,Investigation pending,2025-01-24
DEF-00447,UNIT-16146,BATCH-2024-01128,6,Connectivity drop,Medium,Packaging error,2025-01-22
DEF-00448,UNIT-23530,BATCH-2026-01647,6,Connectivity drop,Low,Equipment calibration drift,2026-04-18
DEF-00449,UNIT-49310,BATCH-2025-03448,8,Final assembly defect,Low,Packaging error,2025-04-27
DEF-00450,UNIT-42513,BATCH-2025-02980,5,Screen artifact,Low,Handling damage,2025-07-16
DEF-00451,UNIT-47015,BATCH-2025-03292,7,Overheating,Low,Packaging error,2025-02-15
DEF-00452,UNIT-22593,BATCH-2024-01581,7,Thermal runaway risk,Medium,Investigation pending,2024-10-13
DEF-00453,UNIT-02098,BATCH-2026-00146,2,Lens scratch,Medium,Material defect,2026-09-17
DEF-00454,UNIT-35246,BATCH-2024-02464,3,Low volume output,Medium,Equipment calibration drift,2024-11-17
DEF-00455,UNIT-32695,BATCH-2025-02284,4,Charging instability,Medium,Investigation pending,2025-01-28
DEF-00456,UNIT-08062,BATCH-2024-00558,4,Charging instability,High,Handling damage,2024-10-31
DEF-00457,UNIT-14149,BATCH-2025-00990,8,Packaging damage,Low,Environmental exposure,2025-08-02
DEF-00458,UNIT-23436,BATCH-2025-01641,2,Lens scratch,High,Environmental exposure,2025-01-27
DEF-00459,UNIT-32867,BATCH-2026-02297,3,Audio clipping,High,Equipment calibration drift,2026-08-22
DEF-00460,UNIT-41256,BATCH-2025-02889,8,Final assembly defect,High,Investigation pending,2025-06-18
DEF-00461,UNIT-31783,BATCH-2025-02224,3,Low volume output,Medium,Material defect,2025-04-28
DEF-00462,UNIT-12093,BATCH-2026-00844,8,Packaging damage,Medium,Process variation,2026-08-01
DEF-00463,UNIT-36008,BATCH-2025-02517,8,Final assembly defect,High,Environmental exposure,2025-06-30
DEF-00464,UNIT-04196,BATCH-2026-00289,4,Charging instability,High,Process variation,2026-07-07
DEF-00465,UNIT-04268,BATCH-2025-00294,1,Power fluctuation,Medium,Environmental exposure,2025-02-13
DEF-00466,UNIT-35932,BATCH-2026-02512,4,Cell imbalance,Medium,Packaging error,2026-07-12
DEF-00467,UNIT-04570,BATCH-2026-00315,2,Camera focus failed,Medium,Handling damage,2026-04-07
DEF-00468,UNIT-02196,BATCH-2026-00152,7,Thermal runaway risk,Low,Equipment calibration drift,2026-04-20
DEF-00469,UNIT-01107,BATCH-2026-00078,5,Dead pixel,Critical,Environmental exposure,2026-05-06
DEF-00470,UNIT-27566,BATCH-2026-01928,2,Camera focus failed,Critical,Supplier quality issue,2026-02-25
DEF-00471,UNIT-34208,BATCH-2024-02390,8,Packaging damage,High,Equipment calibration drift,2024-10-18
DEF-00472,UNIT-21682,BATCH-2025-01517,5,Screen artifact,High,Equipment calibration drift,2025-02-24
DEF-00473,UNIT-30557,BATCH-2026-02137,3,Audio clipping,High,Investigation pending,2026-03-30
